date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:27	681/681	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2016:28:50%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/moon.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/moon.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:28	1780/1780	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2021:52:08%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/cta-dots.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/cta-dots.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:29	10862/10862	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2018:52:50%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/play-img-border.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/play-img-border.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:30	13996/13996	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2019:08:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/about-img-border.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/about-img-border.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:33	13160/13160	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2020:23:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/features-author-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/features-author-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:33	1035248/1035248	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2016:56:46%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/play-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/play-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:36	3566/3566	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2020:25:40%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/features-author-signature.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/features-author-signature.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:37	13865/13865	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2020:11:34%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/features-border.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/features-border.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:37	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2006:34:38%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/estimonial-circle.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/estimonial-circle.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:43	585876/585876	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2022:09:06%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/testimonial-left-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/testimonial-left-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:46	864514/864514	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2020:11:06%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/features-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/features-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:49	321946/321946	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jun%202022%2021:16:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-04.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-04.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:50	725979/725979	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2019:07:46%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/about-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/about-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:51	89815/89815	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2022:09:38%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/team-img-01.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/team-img-01.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:53	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2006:34:54%20GMT	https://template.viserlab.com/callzen/demos/www.facebook.com	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/www.facebook.2c.delayed	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:54	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2006:34:55%20GMT	https://template.viserlab.com/callzen/demos/www.twitter.com	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/www.twitter.com	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:55	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2006:34:56%20GMT	https://template.viserlab.com/callzen/demos/www.linkedin.com	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/www.linkedin.com	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:56	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2006:34:56%20GMT	https://template.viserlab.com/callzen/demos/www.pinterest.com	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/www.pinterest.com	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:57	2514298/2514298	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jun%202022%2021:16:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-03.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-03.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:57	128009/128009	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2022:09:44%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/team-img-02.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/team-img-02.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:57	104007/104007	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2022:09:50%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/team-img-03.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/team-img-03.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:58	104055/104055	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2022:09:58%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/team-img-04.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/team-img-04.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:58	533/533	---M--	200	added ('OK')	image/png	date:Thu,%2019%20May%202022%2016:54:32%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/shape-triangle.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/shape-triangle.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:59	14547/14547	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2018:57:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/mission-border.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/mission-border.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:59	2942/2942	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2021:51:50%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/cta-round.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/cta-round.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:34:59	734/734	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2021:52:38%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/cta-play.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/cta-play.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:00	521/521	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2021:52:26%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/cta-stair.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/cta-stair.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:02	12651/12651	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:34:36%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-01.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-01.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:02	9241/9241	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:34:48%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-02.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-02.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:03	644661/644661	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2018:57:02%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/mission-img.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/mission-img.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:03	2346/2346	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:35:00%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-03.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-03.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:03	6042/6042	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:35:14%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-04.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-04.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:05	12978/12978	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:35:22%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-05.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-05.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:07	7481/7481	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2020:35:32%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/brand-06.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/brand-06.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:10	3417/3417	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jul%202022%2021:40:26%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/blog-border.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/blog-border.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:13	229271/229271	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jul%202022%2023:27:44%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/blog-img-03.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/blog-img-03.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:14	297999/297999	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2022:24:02%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-01/blog-img-02.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-01/blog-img-02.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:15	89501/89501	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Apr%202022%2021:24:28%20GMT	https://template.viserlab.com/callzen/demos/assets/js/jquery-3.6.0.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/jquery-3.6.0.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:15	18560/18560	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2023%20Apr%202022%2014:17:38%20GMT	https://template.viserlab.com/callzen/demos/assets/js/popper.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/popper.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:16	60054/60054	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2023%20Apr%202022%2014:17:26%20GMT	https://template.viserlab.com/callzen/demos/assets/js/bootstrap.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/bootstrap.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:17	20219/20219	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2002%20Jul%202022%2017:24:40%20GMT	https://template.viserlab.com/callzen/demos/assets/js/magnific-popup.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/magnific-popup.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:17	53179/53179	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Apr%202022%2021:24:28%20GMT	https://template.viserlab.com/callzen/demos/assets/js/slick.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/slick.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:17	1823094/1823094	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jun%202022%2021:16:24%20GMT	https://template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-02.png	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/images/home-02/testimonials-02.png	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:18	10264/10264	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2014%20May%202022%2015:26:06%20GMT	https://template.viserlab.com/callzen/demos/assets/js/odometer.min.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/odometer.min.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:18	1974/1974	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2014%20May%202022%2015:47:08%20GMT	https://template.viserlab.com/callzen/demos/assets/js/viewport.jquery.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/viewport.jquery.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:19	3848/3848	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2016%20Jul%202022%2021:00:40%20GMT	https://template.viserlab.com/callzen/demos/assets/js/main.js	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/js/main.js	(from https://template.viserlab.com/callzen/demos/index-two.html)
23:35:20	104544/104544	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Apr%202022%2021:24:28%20GMT	https://template.viserlab.com/callzen/demos/assets/webfonts/fa-brands-400.woff2	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/webfonts/fa-brands-400.woff2	(from https://template.viserlab.com/callzen/demos/assets/css/fontawesome-all.min.css)
23:35:20	180148/180148	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2021%20Apr%202022%2021:24:28%20GMT	https://template.viserlab.com/callzen/demos/assets/webfonts/fa-brands-400.ttf	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/webfonts/fa-brands-400.ttf	(from https://template.viserlab.com/callzen/demos/assets/css/fontawesome-all.min.css)
23:35:21	23900/23900	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Apr%202022%2021:24:28%20GMT	https://template.viserlab.com/callzen/demos/assets/webfonts/fa-regular-400.woff2	D:/New%20front%20project/ProjectSession2024/trelineadvisory/template.viserlab.com/callzen/demos/assets/webfonts/fa-regular-400.woff2	(from https://template.viserlab.com/callzen/demos/assets/css/fontawesome-all.min.css)
